source,target,type,ligne,distance_m
le blanc mesnil_RER B 2,drancy_RER B 2,adjacence,RER B 2,1532.589382922861
le blanc mesnil_RER B 2,le blanc mesnil_RER B 3,correspondance,,0.0
le blanc mesnil_RER B 2,le blanc mesnil_RER B 4,correspondance,,0.0
drancy_RER B 2,le bourget_RER B 2,adjacence,RER B 2,2315.046316225624
drancy_RER B 2,drancy_RER B 3,correspondance,,0.0
drancy_RER B 2,drancy_RER B 4,correspondance,,0.0
drancy_RER B 2,drancy_RER D 1,correspondance,,0.0
drancy_RER B 2,drancy_RER D 2,correspondance,,0.0
drancy_RER B 2,drancy_RER D 3,correspondance,,0.0
drancy_RER B 2,drancy_RER D 4,correspondance,,0.0
drancy_RER B 2,drancy_RER D 5,correspondance,,0.0
le bourget_RER B 2,le bourget_RER B 2,correspondance,,0.0
le bourget_RER B 2,la courneuve aubervilliers_RER B 2,adjacence,RER B 2,2973.4242285087503
le bourget_RER B 2,le bourget_RER B 3,correspondance,,0.0
le bourget_RER B 2,le bourget_RER B 4,correspondance,,0.0
le bourget_RER B 2,le bourget_RER D 1,correspondance,,0.0
le bourget_RER B 2,le bourget_RER D 2,correspondance,,0.0
le bourget_RER B 2,le bourget_RER D 3,correspondance,,0.0
le bourget_RER B 2,le bourget_RER D 4,correspondance,,0.0
le bourget_RER B 2,le bourget_RER D 5,correspondance,,0.0
la courneuve aubervilliers_RER B 2,la plaine stade de france saint denis aubervilliers_RER B 2,adjacence,RER B 2,
la courneuve aubervilliers_RER B 2,la courneuve aubervilliers_RER B 3,correspondance,,0.0
la courneuve aubervilliers_RER B 2,la courneuve aubervilliers_RER B 4,correspondance,,0.0
la plaine stade de france saint denis aubervilliers_RER B 2,gare du nord_RER B 2,adjacence,RER B 2,
la plaine stade de france saint denis aubervilliers_RER B 2,la plaine stade de france saint denis aubervilliers_RER B 3,correspondance,,0.0
la plaine stade de france saint denis aubervilliers_RER B 2,la plaine stade de france saint denis aubervilliers_RER B 4,correspondance,,0.0
gare du nord_RER B 2,gare du nord_RER B 2,correspondance,,0.0
gare du nord_RER B 2,chatelet_RER B 2,adjacence,RER B 2,2433.2609369303937
gare du nord_RER B 2,gare du nord_RER B 3,correspondance,,0.0
gare du nord_RER B 2,gare du nord_RER B 4,correspondance,,0.0
gare du nord_RER B 2,gare du nord_RER E 1,correspondance,,0.0
gare du nord_RER B 2,gare du nord_RER E 2,correspondance,,0.0
gare du nord_RER B 2,gare du nord_METRO 4,correspondance,,0.0
gare du nord_RER B 2,gare du nord_METRO 5,correspondance,,0.0
chatelet_RER B 2,chatelet_RER B 2,correspondance,,0.0
chatelet_RER B 2,saint michel_RER B 2,adjacence,RER B 2,498.40774390861424
chatelet_RER B 2,chatelet_RER B 3,correspondance,,0.0
chatelet_RER B 2,chatelet_RER B 4,correspondance,,0.0
chatelet_RER B 2,chatelet_METRO 1,correspondance,,0.0
chatelet_RER B 2,chatelet_METRO 4,correspondance,,0.0
chatelet_RER B 2,chatelet_METRO 7 1,correspondance,,0.0
chatelet_RER B 2,chatelet_METRO 7 2,correspondance,,0.0
chatelet_RER B 2,chatelet_METRO 11,correspondance,,0.0
chatelet_RER B 2,chatelet_METRO 14,correspondance,,0.0
saint michel_RER B 2,saint michel_RER B 2,correspondance,,0.0
saint michel_RER B 2,luxembourg senat_RER B 2,adjacence,RER B 2,
saint michel_RER B 2,saint michel_RER B 3,correspondance,,0.0
saint michel_RER B 2,saint michel_RER B 4,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 1,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 2,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 3,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 4,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 5,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 6,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 7,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 8,correspondance,,0.0
saint michel_RER B 2,saint michel_RER C 9,correspondance,,0.0
saint michel_RER B 2,saint michel_METRO 4,correspondance,,0.0
luxembourg senat_RER B 2,port royal_RER B 2,adjacence,RER B 2,
luxembourg senat_RER B 2,luxembourg senat_RER B 3,correspondance,,0.0
luxembourg senat_RER B 2,luxembourg senat_RER B 4,correspondance,,0.0
port royal_RER B 2,denfert rochereau colonel rol tanguy_RER B 2,adjacence,RER B 2,
port royal_RER B 2,port royal_RER B 3,correspondance,,0.0
port royal_RER B 2,port royal_RER B 4,correspondance,,0.0
denfert rochereau colonel rol tanguy_RER B 2,cite universitaire_RER B 2,adjacence,RER B 2,
denfert rochereau colonel rol tanguy_RER B 2,denfert rochereau colonel rol tanguy_RER B 3,correspondance,,0.0
denfert rochereau colonel rol tanguy_RER B 2,denfert rochereau colonel rol tanguy_RER B 4,correspondance,,0.0
cite universitaire_RER B 2,cite universitaire_RER B 2,correspondance,,0.0
cite universitaire_RER B 2,gentilly_RER B 2,adjacence,RER B 2,594.1291997431105
cite universitaire_RER B 2,cite universitaire_RER B 3,correspondance,,0.0
cite universitaire_RER B 2,cite universitaire_RER B 4,correspondance,,0.0
gentilly_RER B 2,laplace maison des examens_RER B 2,adjacence,RER B 2,
gentilly_RER B 2,gentilly_RER B 3,correspondance,,0.0
gentilly_RER B 2,gentilly_RER B 4,correspondance,,0.0
laplace maison des examens_RER B 2,arcueil cachan_RER B 2,adjacence,RER B 2,
laplace maison des examens_RER B 2,laplace maison des examens_RER B 3,correspondance,,0.0
laplace maison des examens_RER B 2,laplace maison des examens_RER B 4,correspondance,,0.0
arcueil cachan_RER B 2,bagneux_RER B 2,adjacence,RER B 2,756.2614945507066
arcueil cachan_RER B 2,arcueil cachan_RER B 3,correspondance,,0.0
arcueil cachan_RER B 2,arcueil cachan_RER B 4,correspondance,,0.0
bagneux_RER B 2,bourg la reine_RER B 2,adjacence,RER B 2,1620.431488464286
bagneux_RER B 2,bagneux_RER B 3,correspondance,,0.0
bagneux_RER B 2,bagneux_RER B 4,correspondance,,0.0
bourg la reine_RER B 2,sceaux_RER B 2,adjacence,RER B 2,1083.624427484916
bourg la reine_RER B 2,bourg la reine_RER B 3,correspondance,,0.0
bourg la reine_RER B 2,bourg la reine_RER B 4,correspondance,,0.0
sceaux_RER B 2,sceaux_RER B 2,correspondance,,0.0
sceaux_RER B 2,fontenay aux roses_RER B 2,adjacence,RER B 2,2356.729584052073
sceaux_RER B 2,sceaux_RER B 3,correspondance,,0.0
sceaux_RER B 2,sceaux_RER B 4,correspondance,,0.0
fontenay aux roses_RER B 2,robinson_RER B 2,adjacence,RER B 2,1177.1596163217812
aeroport charles de gaulle 2 tgv_RER B 3,aeroport charles de gaulle 1_RER B 3,adjacence,RER B 3,886.7900665521739
aeroport charles de gaulle 1_RER B 3,parc des expositions_RER B 3,adjacence,RER B 3,5300.190738367039
parc des expositions_RER B 3,villepinte_RER B 3,adjacence,RER B 3,1198.252250772718
villepinte_RER B 3,sevran beaudottes_RER B 3,adjacence,RER B 3,1970.6063221816707
sevran beaudottes_RER B 3,aulnay sous bois_RER B 3,adjacence,RER B 3,2696.0265851209424
aulnay sous bois_RER B 3,aulnay sous bois_RER B 3,correspondance,,0.0
aulnay sous bois_RER B 3,le blanc mesnil_RER B 3,adjacence,RER B 3,1571.5628059701653
aulnay sous bois_RER B 3,aulnay sous bois_RER B 4,correspondance,,0.0
le blanc mesnil_RER B 3,drancy_RER B 3,adjacence,RER B 3,1532.589382922861
le blanc mesnil_RER B 3,le blanc mesnil_RER B 4,correspondance,,0.0
drancy_RER B 3,le bourget_RER B 3,adjacence,RER B 3,2134.2815269605944
drancy_RER B 3,drancy_RER B 4,correspondance,,0.0
drancy_RER B 3,drancy_RER D 1,correspondance,,0.0
drancy_RER B 3,drancy_RER D 2,correspondance,,0.0
drancy_RER B 3,drancy_RER D 3,correspondance,,0.0
drancy_RER B 3,drancy_RER D 4,correspondance,,0.0
drancy_RER B 3,drancy_RER D 5,correspondance,,0.0
le bourget_RER B 3,le bourget_RER B 3,correspondance,,0.0
le bourget_RER B 3,la courneuve aubervilliers_RER B 3,adjacence,RER B 3,2790.219580231206
le bourget_RER B 3,le bourget_RER B 4,correspondance,,0.0
le bourget_RER B 3,le bourget_RER D 1,correspondance,,0.0
le bourget_RER B 3,le bourget_RER D 2,correspondance,,0.0
le bourget_RER B 3,le bourget_RER D 3,correspondance,,0.0
le bourget_RER B 3,le bourget_RER D 4,correspondance,,0.0
le bourget_RER B 3,le bourget_RER D 5,correspondance,,0.0
la courneuve aubervilliers_RER B 3,la plaine stade de france saint denis aubervilliers_RER B 3,adjacence,RER B 3,
la courneuve aubervilliers_RER B 3,la courneuve aubervilliers_RER B 4,correspondance,,0.0
la plaine stade de france saint denis aubervilliers_RER B 3,gare du nord_RER B 3,adjacence,RER B 3,
la plaine stade de france saint denis aubervilliers_RER B 3,la plaine stade de france saint denis aubervilliers_RER B 4,correspondance,,0.0
gare du nord_RER B 3,gare du nord_RER B 3,correspondance,,0.0
gare du nord_RER B 3,chatelet_RER B 3,adjacence,RER B 3,2690.7268849806956
gare du nord_RER B 3,gare du nord_RER B 4,correspondance,,0.0
gare du nord_RER B 3,gare du nord_RER E 1,correspondance,,0.0
gare du nord_RER B 3,gare du nord_RER E 2,correspondance,,0.0
gare du nord_RER B 3,gare du nord_METRO 4,correspondance,,0.0
gare du nord_RER B 3,gare du nord_METRO 5,correspondance,,0.0
chatelet_RER B 3,chatelet_RER B 3,correspondance,,0.0
chatelet_RER B 3,saint michel_RER B 3,adjacence,RER B 3,772.0000627467014
chatelet_RER B 3,chatelet_RER B 4,correspondance,,0.0
chatelet_RER B 3,chatelet_METRO 1,correspondance,,0.0
chatelet_RER B 3,chatelet_METRO 4,correspondance,,0.0
chatelet_RER B 3,chatelet_METRO 7 1,correspondance,,0.0
chatelet_RER B 3,chatelet_METRO 7 2,correspondance,,0.0
chatelet_RER B 3,chatelet_METRO 11,correspondance,,0.0
chatelet_RER B 3,chatelet_METRO 14,correspondance,,0.0
saint michel_RER B 3,saint michel_RER B 3,correspondance,,0.0
saint michel_RER B 3,luxembourg senat_RER B 3,adjacence,RER B 3,
saint michel_RER B 3,saint michel_RER B 4,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 1,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 2,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 3,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 4,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 5,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 6,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 7,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 8,correspondance,,0.0
saint michel_RER B 3,saint michel_RER C 9,correspondance,,0.0
saint michel_RER B 3,saint michel_METRO 4,correspondance,,0.0
luxembourg senat_RER B 3,port royal_RER B 3,adjacence,RER B 3,
luxembourg senat_RER B 3,luxembourg senat_RER B 4,correspondance,,0.0
port royal_RER B 3,denfert rochereau colonel rol tanguy_RER B 3,adjacence,RER B 3,
port royal_RER B 3,port royal_RER B 4,correspondance,,0.0
denfert rochereau colonel rol tanguy_RER B 3,cite universitaire_RER B 3,adjacence,RER B 3,
denfert rochereau colonel rol tanguy_RER B 3,denfert rochereau colonel rol tanguy_RER B 4,correspondance,,0.0
cite universitaire_RER B 3,cite universitaire_RER B 3,correspondance,,0.0
cite universitaire_RER B 3,gentilly_RER B 3,adjacence,RER B 3,666.6033242651914
cite universitaire_RER B 3,cite universitaire_RER B 4,correspondance,,0.0
gentilly_RER B 3,laplace maison des examens_RER B 3,adjacence,RER B 3,
gentilly_RER B 3,gentilly_RER B 4,correspondance,,0.0
laplace maison des examens_RER B 3,arcueil cachan_RER B 3,adjacence,RER B 3,
laplace maison des examens_RER B 3,laplace maison des examens_RER B 4,correspondance,,0.0
arcueil cachan_RER B 3,bagneux_RER B 3,adjacence,RER B 3,756.2614945507066
arcueil cachan_RER B 3,arcueil cachan_RER B 4,correspondance,,0.0
bagneux_RER B 3,bourg la reine_RER B 3,adjacence,RER B 3,1620.431488464286
bagneux_RER B 3,bagneux_RER B 4,correspondance,,0.0
bourg la reine_RER B 3,sceaux_RER B 3,adjacence,RER B 3,1083.624427484916
bourg la reine_RER B 3,bourg la reine_RER B 4,correspondance,,0.0
sceaux_RER B 3,sceaux_RER B 3,correspondance,,0.0
sceaux_RER B 3,la croix de berny_RER B 3,adjacence,RER B 3,825.2483497971934
sceaux_RER B 3,sceaux_RER B 4,correspondance,,0.0
la croix de berny_RER B 3,antony orly_RER B 3,adjacence,RER B 3,
la croix de berny_RER B 3,la croix de berny_RER B 4,correspondance,,0.0
antony orly_RER B 3,fontaine michalon_RER B 3,adjacence,RER B 3,
antony orly_RER B 3,antony orly_RER B 4,correspondance,,0.0
fontaine michalon_RER B 3,les baconnets_RER B 3,adjacence,RER B 3,711.42532062407
fontaine michalon_RER B 3,fontaine michalon_RER B 4,correspondance,,0.0
les baconnets_RER B 3,massy verrieres_RER B 3,adjacence,RER B 3,1137.7180011727612
les baconnets_RER B 3,les baconnets_RER B 4,correspondance,,0.0
massy verrieres_RER B 3,massy_RER B 3,adjacence,RER B 3,1657.5491148178744
massy verrieres_RER B 3,massy verrieres_RER B 4,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 1,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 2,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 3,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 4,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 5,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 6,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 7,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 8,correspondance,,0.0
massy verrieres_RER B 3,massy verrieres_RER C 9,correspondance,,0.0
massy_RER B 3,massy_RER B 3,correspondance,,0.0
massy_RER B 3,palaiseau_RER B 3,adjacence,RER B 3,1370.9209884757954
massy_RER B 3,massy_RER B 4,correspondance,,0.0
massy_RER B 3,massy_RER C 1,correspondance,,0.0
massy_RER B 3,massy_RER C 2,correspondance,,0.0
massy_RER B 3,massy_RER C 3,correspondance,,0.0
massy_RER B 3,massy_RER C 4,correspondance,,0.0
massy_RER B 3,massy_RER C 5,correspondance,,0.0
massy_RER B 3,massy_RER C 6,correspondance,,0.0
massy_RER B 3,massy_RER C 7,correspondance,,0.0
massy_RER B 3,massy_RER C 8,correspondance,,0.0
massy_RER B 3,massy_RER C 9,correspondance,,0.0
palaiseau_RER B 3,palaiseau villebon_RER B 3,adjacence,RER B 3,1156.3875252501523
palaiseau_RER B 3,palaiseau_RER B 4,correspondance,,0.0
palaiseau villebon_RER B 3,lozere ecole polytechnique_RER B 3,adjacence,RER B 3,
palaiseau villebon_RER B 3,palaiseau villebon_RER B 4,correspondance,,0.0
lozere ecole polytechnique_RER B 3,le guichet_RER B 3,adjacence,RER B 3,
lozere ecole polytechnique_RER B 3,lozere ecole polytechnique_RER B 4,correspondance,,0.0
le guichet_RER B 3,orsay ville_RER B 3,adjacence,RER B 3,1229.0870594888956
le guichet_RER B 3,le guichet_RER B 4,correspondance,,0.0
orsay ville_RER B 3,bures sur yvette_RER B 3,adjacence,RER B 3,1235.4961395318605
orsay ville_RER B 3,orsay ville_RER B 4,correspondance,,0.0
bures sur yvette_RER B 3,la hacquiniere_RER B 3,adjacence,RER B 3,944.0173576884783
bures sur yvette_RER B 3,bures sur yvette_RER B 4,correspondance,,0.0
la hacquiniere_RER B 3,gif sur yvette_RER B 3,adjacence,RER B 3,1156.7020617089247
la hacquiniere_RER B 3,la hacquiniere_RER B 4,correspondance,,0.0
gif sur yvette_RER B 3,courcelle sur yvette_RER B 3,adjacence,RER B 3,2860.4914516980007
gif sur yvette_RER B 3,gif sur yvette_RER B 4,correspondance,,0.0
courcelle sur yvette_RER B 3,saint remy les chevreuse_RER B 3,adjacence,RER B 3,1975.1199843901438
courcelle sur yvette_RER B 3,courcelle sur yvette_RER B 4,correspondance,,0.0
saint remy les chevreuse_RER B 3,saint remy les chevreuse_RER B 4,correspondance,,0.0
mitry claye_RER B 4,villeparisis mitry le neuf_RER B 4,adjacence,RER B 4,3827.2121751483246
villeparisis mitry le neuf_RER B 4,vert galant_RER B 4,adjacence,RER B 4,2866.3068163132616
vert galant_RER B 4,sevran livry_RER B 4,adjacence,RER B 4,2485.243943402562
sevran livry_RER B 4,aulnay sous bois_RER B 4,adjacence,RER B 4,2907.93266334296
aulnay sous bois_RER B 4,aulnay sous bois_RER B 4,correspondance,,0.0
aulnay sous bois_RER B 4,le blanc mesnil_RER B 4,adjacence,RER B 4,1571.5628059701653
le blanc mesnil_RER B 4,drancy_RER B 4,adjacence,RER B 4,1532.589382922861
drancy_RER B 4,le bourget_RER B 4,adjacence,RER B 4,2134.2815269605944
drancy_RER B 4,drancy_RER D 1,correspondance,,0.0
drancy_RER B 4,drancy_RER D 2,correspondance,,0.0
drancy_RER B 4,drancy_RER D 3,correspondance,,0.0
drancy_RER B 4,drancy_RER D 4,correspondance,,0.0
drancy_RER B 4,drancy_RER D 5,correspondance,,0.0
le bourget_RER B 4,le bourget_RER B 4,correspondance,,0.0
le bourget_RER B 4,la courneuve aubervilliers_RER B 4,adjacence,RER B 4,2790.219580231206
le bourget_RER B 4,le bourget_RER D 1,correspondance,,0.0
le bourget_RER B 4,le bourget_RER D 2,correspondance,,0.0
le bourget_RER B 4,le bourget_RER D 3,correspondance,,0.0
le bourget_RER B 4,le bourget_RER D 4,correspondance,,0.0
le bourget_RER B 4,le bourget_RER D 5,correspondance,,0.0
la courneuve aubervilliers_RER B 4,la plaine stade de france saint denis aubervilliers_RER B 4,adjacence,RER B 4,
la plaine stade de france saint denis aubervilliers_RER B 4,gare du nord_RER B 4,adjacence,RER B 4,
gare du nord_RER B 4,gare du nord_RER B 4,correspondance,,0.0
gare du nord_RER B 4,chatelet_RER B 4,adjacence,RER B 4,2690.7268849806956
gare du nord_RER B 4,gare du nord_RER E 1,correspondance,,0.0
gare du nord_RER B 4,gare du nord_RER E 2,correspondance,,0.0
gare du nord_RER B 4,gare du nord_METRO 4,correspondance,,0.0
gare du nord_RER B 4,gare du nord_METRO 5,correspondance,,0.0
chatelet_RER B 4,chatelet_RER B 4,correspondance,,0.0
chatelet_RER B 4,saint michel_RER B 4,adjacence,RER B 4,772.0000627467014
chatelet_RER B 4,chatelet_METRO 1,correspondance,,0.0
chatelet_RER B 4,chatelet_METRO 4,correspondance,,0.0
chatelet_RER B 4,chatelet_METRO 7 1,correspondance,,0.0
chatelet_RER B 4,chatelet_METRO 7 2,correspondance,,0.0
chatelet_RER B 4,chatelet_METRO 11,correspondance,,0.0
chatelet_RER B 4,chatelet_METRO 14,correspondance,,0.0
saint michel_RER B 4,saint michel_RER B 4,correspondance,,0.0
saint michel_RER B 4,luxembourg senat_RER B 4,adjacence,RER B 4,
saint michel_RER B 4,saint michel_RER C 1,correspondance,,0.0
saint michel_RER B 4,saint michel_RER C 2,correspondance,,0.0
saint michel_RER B 4,saint michel_RER C 3,correspondance,,0.0
saint michel_RER B 4,saint michel_RER C 4,correspondance,,0.0
saint michel_RER B 4,saint michel_RER C 5,correspondance,,0.0
saint michel_RER B 4,saint michel_RER C 6,correspondance,,0.0
saint michel_RER B 4,saint michel_RER C 7,correspondance,,0.0
saint michel_RER B 4,saint michel_RER C 8,correspondance,,0.0
saint michel_RER B 4,saint michel_RER C 9,correspondance,,0.0
saint michel_RER B 4,saint michel_METRO 4,correspondance,,0.0
luxembourg senat_RER B 4,port royal_RER B 4,adjacence,RER B 4,
port royal_RER B 4,denfert rochereau colonel rol tanguy_RER B 4,adjacence,RER B 4,
denfert rochereau colonel rol tanguy_RER B 4,cite universitaire_RER B 4,adjacence,RER B 4,
cite universitaire_RER B 4,cite universitaire_RER B 4,correspondance,,0.0
cite universitaire_RER B 4,gentilly_RER B 4,adjacence,RER B 4,666.6033242651914
gentilly_RER B 4,laplace maison des examens_RER B 4,adjacence,RER B 4,
laplace maison des examens_RER B 4,arcueil cachan_RER B 4,adjacence,RER B 4,
arcueil cachan_RER B 4,bagneux_RER B 4,adjacence,RER B 4,756.2614945507066
bagneux_RER B 4,bourg la reine_RER B 4,adjacence,RER B 4,1620.431488464286
bourg la reine_RER B 4,sceaux_RER B 4,adjacence,RER B 4,1083.624427484916
sceaux_RER B 4,sceaux_RER B 4,correspondance,,0.0
sceaux_RER B 4,la croix de berny_RER B 4,adjacence,RER B 4,825.2483497971934
la croix de berny_RER B 4,antony orly_RER B 4,adjacence,RER B 4,
antony orly_RER B 4,fontaine michalon_RER B 4,adjacence,RER B 4,
fontaine michalon_RER B 4,les baconnets_RER B 4,adjacence,RER B 4,711.42532062407
les baconnets_RER B 4,massy verrieres_RER B 4,adjacence,RER B 4,1137.7180011727612
massy verrieres_RER B 4,massy_RER B 4,adjacence,RER B 4,1657.5491148178744
massy verrieres_RER B 4,massy verrieres_RER C 1,correspondance,,0.0
massy verrieres_RER B 4,massy verrieres_RER C 2,correspondance,,0.0
massy verrieres_RER B 4,massy verrieres_RER C 3,correspondance,,0.0
massy verrieres_RER B 4,massy verrieres_RER C 4,correspondance,,0.0
massy verrieres_RER B 4,massy verrieres_RER C 5,correspondance,,0.0
massy verrieres_RER B 4,massy verrieres_RER C 6,correspondance,,0.0
massy verrieres_RER B 4,massy verrieres_RER C 7,correspondance,,0.0
massy verrieres_RER B 4,massy verrieres_RER C 8,correspondance,,0.0
massy verrieres_RER B 4,massy verrieres_RER C 9,correspondance,,0.0
massy_RER B 4,massy_RER B 4,correspondance,,0.0
massy_RER B 4,palaiseau_RER B 4,adjacence,RER B 4,1370.9209884757954
massy_RER B 4,massy_RER C 1,correspondance,,0.0
massy_RER B 4,massy_RER C 2,correspondance,,0.0
massy_RER B 4,massy_RER C 3,correspondance,,0.0
massy_RER B 4,massy_RER C 4,correspondance,,0.0
massy_RER B 4,massy_RER C 5,correspondance,,0.0
massy_RER B 4,massy_RER C 6,correspondance,,0.0
massy_RER B 4,massy_RER C 7,correspondance,,0.0
massy_RER B 4,massy_RER C 8,correspondance,,0.0
massy_RER B 4,massy_RER C 9,correspondance,,0.0
palaiseau_RER B 4,palaiseau villebon_RER B 4,adjacence,RER B 4,1156.3875252501523
palaiseau villebon_RER B 4,lozere ecole polytechnique_RER B 4,adjacence,RER B 4,
lozere ecole polytechnique_RER B 4,le guichet_RER B 4,adjacence,RER B 4,
le guichet_RER B 4,orsay ville_RER B 4,adjacence,RER B 4,1229.0870594888956
orsay ville_RER B 4,bures sur yvette_RER B 4,adjacence,RER B 4,1235.4961395318605
bures sur yvette_RER B 4,la hacquiniere_RER B 4,adjacence,RER B 4,944.0173576884783
la hacquiniere_RER B 4,gif sur yvette_RER B 4,adjacence,RER B 4,1156.7020617089247
gif sur yvette_RER B 4,courcelle sur yvette_RER B 4,adjacence,RER B 4,2860.4914516980007
courcelle sur yvette_RER B 4,saint remy les chevreuse_RER B 4,adjacence,RER B 4,1975.1199843901438
pontoise_RER C 1,saint ouen l'aumone_RER C 1,adjacence,RER C 1,739.9049582171552
pontoise_RER C 1,pontoise_RER C 2,correspondance,,0.0
pontoise_RER C 1,pontoise_RER C 3,correspondance,,0.0
saint ouen l'aumone_RER C 1,saint ouen l'aumone liesse_RER C 1,adjacence,RER C 1,2109.876479115382
saint ouen l'aumone_RER C 1,saint ouen l'aumone_RER C 2,correspondance,,0.0
saint ouen l'aumone_RER C 1,saint ouen l'aumone_RER C 3,correspondance,,0.0
saint ouen l'aumone liesse_RER C 1,pierrelaye_RER C 1,adjacence,RER C 1,2540.711142000888
saint ouen l'aumone liesse_RER C 1,saint ouen l'aumone liesse_RER C 2,correspondance,,0.0
saint ouen l'aumone liesse_RER C 1,saint ouen l'aumone liesse_RER C 3,correspondance,,0.0
pierrelaye_RER C 1,montigny beauchamp_RER C 1,adjacence,RER C 1,3311.509930440052
pierrelaye_RER C 1,pierrelaye_RER C 2,correspondance,,0.0
pierrelaye_RER C 1,pierrelaye_RER C 3,correspondance,,0.0
montigny beauchamp_RER C 1,franconville le plessis bouchard_RER C 1,adjacence,RER C 1,3175.2300704747727
montigny beauchamp_RER C 1,montigny beauchamp_RER C 2,correspondance,,0.0
montigny beauchamp_RER C 1,montigny beauchamp_RER C 3,correspondance,,0.0
franconville le plessis bouchard_RER C 1,cernay_RER C 1,adjacence,RER C 1,1954.5995961914055
franconville le plessis bouchard_RER C 1,franconville le plessis bouchard_RER C 2,correspondance,,0.0
franconville le plessis bouchard_RER C 1,franconville le plessis bouchard_RER C 3,correspondance,,0.0
cernay_RER C 1,ermont eaubonne_RER C 1,adjacence,RER C 1,1174.1718563018967
cernay_RER C 1,cernay_RER C 2,correspondance,,0.0
cernay_RER C 1,cernay_RER C 3,correspondance,,0.0
ermont eaubonne_RER C 1,ermont eaubonne_RER C 1,correspondance,,0.0
ermont eaubonne_RER C 1,saint gratien_RER C 1,adjacence,RER C 1,2223.436811019258
ermont eaubonne_RER C 1,ermont eaubonne_RER C 2,correspondance,,0.0
ermont eaubonne_RER C 1,ermont eaubonne_RER C 3,correspondance,,0.0
saint gratien_RER C 1,epinay sur seine_RER C 1,adjacence,RER C 1,1563.874763985909
saint gratien_RER C 1,saint gratien_RER C 2,correspondance,,0.0
saint gratien_RER C 1,saint gratien_RER C 3,correspondance,,0.0
saint gratien_RER C 1,saint gratien_RER D 1,correspondance,,0.0
saint gratien_RER C 1,saint gratien_RER D 2,correspondance,,0.0
saint gratien_RER C 1,saint gratien_RER D 3,correspondance,,0.0
saint gratien_RER C 1,saint gratien_RER D 4,correspondance,,0.0
saint gratien_RER C 1,saint gratien_RER D 5,correspondance,,0.0
epinay sur seine_RER C 1,epinay sur seine_RER C 1,correspondance,,0.0
epinay sur seine_RER C 1,gennevilliers_RER C 1,adjacence,RER C 1,2327.1860690022436
epinay sur seine_RER C 1,epinay sur seine_RER C 2,correspondance,,0.0
epinay sur seine_RER C 1,epinay sur seine_RER C 3,correspondance,,0.0
gennevilliers_RER C 1,gennevilliers_RER C 1,correspondance,,0.0
gennevilliers_RER C 1,les gresillons_RER C 1,adjacence,RER C 1,1483.4519854479393
gennevilliers_RER C 1,gennevilliers_RER C 2,correspondance,,0.0
gennevilliers_RER C 1,gennevilliers_RER C 3,correspondance,,0.0
les gresillons_RER C 1,saint ouen_RER C 1,adjacence,RER C 1,1924.4883846200432
les gresillons_RER C 1,les gresillons_RER C 2,correspondance,,0.0
les gresillons_RER C 1,les gresillons_RER C 3,correspondance,,0.0
saint ouen_RER C 1,saint ouen_RER C 1,correspondance,,0.0
saint ouen_RER C 1,porte de clichy tribunal de paris_RER C 1,adjacence,RER C 1,
saint ouen_RER C 1,saint ouen_RER C 2,correspondance,,0.0
saint ouen_RER C 1,saint ouen_RER C 3,correspondance,,0.0
saint ouen_RER C 1,saint ouen_METRO 14,correspondance,,0.0
porte de clichy tribunal de paris_RER C 1,pereire levallois_RER C 1,adjacence,RER C 1,
porte de clichy tribunal de paris_RER C 1,porte de clichy tribunal de paris_RER C 2,correspondance,,0.0
porte de clichy tribunal de paris_RER C 1,porte de clichy tribunal de paris_RER C 3,correspondance,,0.0
pereire levallois_RER C 1,pereire levallois_RER C 1,correspondance,,0.0
pereire levallois_RER C 1,neuilly porte maillot palais des congres_RER C 1,adjacence,RER C 1,
pereire levallois_RER C 1,pereire levallois_RER C 2,correspondance,,0.0
pereire levallois_RER C 1,pereire levallois_RER C 3,correspondance,,0.0
